region,Year,Gender,Age_Group,IM,outcome,Condition_Alcohol,Count,Total_Days,Acute_Days,ALC_Days,Cost,AAF_Total,AAF_Sensitivity,AA_Count,AA_Total_Days,AA_Acute_Days,AA_ALC_Days,AA_Cost
AB,2011,Female,65+,(6).(1),Morbidity,Alcoholic gastritis,1,3,3,0,2840.8224,1,1,1,3,3,0,2840.8224
AB,2011,Female,65+,(6).(2),Morbidity,Liver cirrhosis,69,1103,1040,63,1247873.317,0.562156,0.562156,38.788764,620.058068,584.64224,35.415828,701499.4722
AB,2011,Female,65+,(6).(3),Morbidity,Acute pancreatitis,232,1912,1696,216,1957166.211,0.187001,0.187001,43.384232,357.545912,317.153696,40.392216,365992.0386
AB,2011,Female,65+,(6).(4),Morbidity,Chronic pancreatitis,18,170,170,0,239893.4032,0.321937,0.321937,5.794866,54.72929,54.72929,0,77230.56255
AB,2011,Female,65+,(6).(5),Morbidity,Alcohol-induced pancreatitis,8,50,50,0,53986.744,1,1,8,50,50,0,53986.744
AB,2011,Female,65+,(7).(1),Morbidity,Motor vehicle collisions,196,2630,2534,96,3308532.211,0.061733635,0.061733635,12.09979246,162.3594601,156.4330311,5.92642896,204247.7199
AB,2011,Female,65+,(8).(1),Morbidity,Falls,5479,104533,89171,15362,102928398.2,0.055046,0.055046,301.597034,5754.123518,4908.506866,845.616652,5665796.608
AB,2011,Female,65+,(8).(2),Morbidity,Drowning,0,0,0,0,0,0.055046,0.055046,0,0,0,0,0
AB,2011,Female,65+,(8).(3),Morbidity,Fires,13,227,227,0,704943.7408,0.055046,0.055046,0.715598,12.495442,12.495442,0,38804.33316
AB,2011,Female,65+,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,181,2619,2261,358,2705927.181,0.055046,0.055046,9.963326,144.165474,124.459006,19.706468,148950.4676
AB,2011,Female,65+,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,2,30,30,0,30592.0576,1,1,2,30,30,0,30592.0576
AB,2011,Female,65+,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Female,65+,(8).(6),Morbidity,Other unintentional injuries,294,5866,5028,838,6997069.488,0.055046,0.055046,16.183524,322.899836,276.771288,46.128548,385160.687
AB,2011,Female,65+,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,27,1040,883,157,895269.5808,0.064487,0.064487,1.741149,67.06648,56.942021,10.124459,57733.24946
AB,2011,Female,65+,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,1,17,17,0,3836.5408,1,1,1,17,17,0,3836.5408
AB,2011,Female,65+,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Female,65+,(9).(3),Morbidity,Other intentional self-harm,2,53,53,0,39016.1048,0.064487,0.064487,0.128974,3.417811,3.417811,0,2516.03155
AB,2011,Female,65+,(9).(4),Morbidity,Assault / homicide,33,734,652,82,668778.7672,0.064487,0.064487,2.128071,47.333458,42.045524,5.287934,43127.53636
AB,2011,Female,65+,(9).(5),Morbidity,Other intentional injury,0,0,0,0,0,0.064487,0.064487,0,0,0,0,0
AB,2011,Female,65+,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Female,65+,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Female,65+,(A).(3),Morbidity,Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,15-34,(1).(1),Morbidity,Tuberculosis,22,569,548,21,432973.0816,0.570013,0.570013,12.540286,324.337397,312.367124,11.970273,246800.2852
AB,2011,Male,15-34,(1).(2),Morbidity,HIV,8,45,45,0,75278.1768,0.076688,0.076688,0.613504,3.45096,3.45096,0,5772.932822
AB,2011,Male,15-34,(1).(3),Morbidity,Lower respiratory tract infections,229,1085,1085,0,2127561.641,0.142965,0.142965,32.738985,155.117025,155.117025,0,304166.8499
AB,2011,Male,15-34,(2).(1),Morbidity,Oral cavity and pharynx cancer,2,30,30,0,69193.8624,0.633477,0.633477,1.266954,19.00431,19.00431,0,43832.72037
AB,2011,Male,15-34,(2).(2),Morbidity,Oesaphageal cancer,0,0,0,0,0,0.620141,0.620141,0,0,0,0,0
AB,2011,Male,15-34,(2).(3),Morbidity,Colorectal cancer,15,185,185,0,228694.3932,0.258684,0.258684,3.88026,47.85654,47.85654,0,59159.58041
AB,2011,Male,15-34,(2).(4),Morbidity,Liver cancer,4,20,20,0,51909.9224,0.210348,0.210245,0.841392,4.20696,4.20696,0,10919.14836
AB,2011,Male,15-34,(2).(5),Morbidity,Pancreatic cancer,0,0,0,0,0,0.094663,0.094663,0,0,0,0,0
AB,2011,Male,15-34,(2).(6),Morbidity,Laryngeal cancer,0,0,0,0,0,0.400654,0.400654,0,0,0,0,0
AB,2011,Male,15-34,(2).(7),Morbidity,Breast cancer,0,0,0,0,0,0,0,0,0,0,0,0
AB,2011,Male,15-34,(3).(1),Morbidity,Diabetes,67,289,289,0,363594.7845,0.034802,0.034724,2.331734,10.057778,10.057778,0,12653.82569
AB,2011,Male,15-34,(4).(1),Morbidity,Alcoholic psychoses,188,667,667,0,807496.3651,1,1,188,667,667,0,807496.3651
AB,2011,Male,15-34,(4).(2),Morbidity,Alcohol abuse,53,293,293,0,249661.9616,1,1,53,293,293,0,249661.9616
AB,2011,Male,15-34,(4).(3),Morbidity,Alcohol dependence,74,474,441,33,392145.01,1,1,74,474,441,33,392145.01
AB,2011,Male,15-34,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,15-34,(4).(5),Morbidity,Epilepsy,170,809,770,39,1143024.892,0.38743,0.38743,65.8631,313.43087,298.3211,15.10977,442842.1338
AB,2011,Male,15-34,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,15-34,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,15-34,(5).(1),Morbidity,Hypertension,34,149,149,0,182990.4677,0.246621,0.246621,8.385114,36.746529,36.746529,0,45129.29213
AB,2011,Male,15-34,(5).(2),Morbidity,Ischaemic heart disease,39,181,181,0,491911.558,0.054543,-0.10054,2.127177,9.872283,9.872283,0,26830.33211
AB,2011,Male,15-34,(5).(3),Morbidity,Alcoholic cardiomypathy,2,19,19,0,68401.0912,1,1,2,19,19,0,68401.0912
AB,2011,Male,15-34,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,75,238,238,0,588894.9463,0.174552,0.174552,13.0914,41.543376,41.543376,0,102792.7907
AB,2011,Male,15-34,(5).(5),Morbidity,Haemorrhagic stroke,15,143,136,7,441939.8044,0.251409,0.251409,3.771135,35.951487,34.191624,1.759863,111107.6443
AB,2011,Male,15-34,(5).(6),Morbidity,Ischaemic stroke,23,205,201,4,327321.5618,0.044093,0.044093,1.014139,9.039065,8.862693,0.176372,14432.58962
AB,2011,Male,15-34,(5).(7),Morbidity,Oesophageal varices,2,15,15,0,14527.9353,0.568985,0.568985,1.13797,8.534775,8.534775,0,8266.177267
AB,2011,Male,15-34,(6).(1),Morbidity,Alcoholic gastritis,27,75,75,0,105598.7837,1,1,27,75,75,0,105598.7837
AB,2011,Male,15-34,(6).(2),Morbidity,Liver cirrhosis,24,389,389,0,489762.8122,0.568985,0.568985,13.65564,221.335165,221.335165,0,278667.6937
AB,2011,Male,15-34,(6).(3),Morbidity,Acute pancreatitis,109,450,450,0,519343.0931,0.439867,0.439867,47.945503,197.94015,197.94015,0,228441.8883
AB,2011,Male,15-34,(6).(4),Morbidity,Chronic pancreatitis,18,236,236,0,257482.77,0.586476,0.586476,10.556568,138.408336,138.408336,0,151007.465
AB,2011,Male,15-34,(6).(5),Morbidity,Alcohol-induced pancreatitis,86,460,460,0,562550.7027,1,1,86,460,460,0,562550.7027
AB,2011,Male,15-34,(7).(1),Morbidity,Motor vehicle collisions,703,5336,5267,69,10700794.45,0.228432348,0.228432348,160.5879406,1218.915009,1203.153177,15.76183201,2444407.603
AB,2011,Male,15-34,(8).(1),Morbidity,Falls,1076,4695,4635,60,8726455.477,0.297501,0.297501,320.111076,1396.767195,1378.917135,17.85006,2596129.231
AB,2011,Male,15-34,(8).(2),Morbidity,Drowning,4,17,17,0,43813.2474,0.297501,0.297501,1.190004,5.057517,5.057517,0,13034.48491
AB,2011,Male,15-34,(8).(3),Morbidity,Fires,33,307,307,0,826120.2804,0.297501,0.297501,9.817533,91.332807,91.332807,0,245771.6095
AB,2011,Male,15-34,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,180,1243,1014,229,1906895.177,0.297501,0.297501,53.55018,369.793743,301.666014,68.127729,567303.2219
AB,2011,Male,15-34,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,25,76,76,0,203649.2881,1,1,25,76,76,0,203649.2881
AB,2011,Male,15-34,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,2,2,2,0,4814.774,1,1,2,2,2,0,4814.774
AB,2011,Male,15-34,(8).(6),Morbidity,Other unintentional injuries,1526,8544,8248,296,15951271.89,0.297501,0.297501,453.986526,2541.848544,2453.788248,88.060296,4745519.337
AB,2011,Male,15-34,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,230,1495,1489,6,1889835.011,0.352863,0.352863,81.15849,527.530185,525.413007,2.117178,666852.8515
AB,2011,Male,15-34,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,6,17,17,0,36496.6708,1,1,6,17,17,0,36496.6708
AB,2011,Male,15-34,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,2,25,25,0,22930.2528,1,1,2,25,25,0,22930.2528
AB,2011,Male,15-34,(9).(3),Morbidity,Other intentional self-harm,86,1083,1083,0,1597173.053,0.352863,0.352863,30.346218,382.150629,382.150629,0,563583.2751
AB,2011,Male,15-34,(9).(4),Morbidity,Assault / homicide,760,2711,2705,6,5475444.028,0.352863,0.352863,268.17588,956.611593,954.494415,2.117178,1932081.606
AB,2011,Male,15-34,(9).(5),Morbidity,Other intentional injury,7,142,108,34,111634.4688,0.352863,0.352863,2.470041,50.106546,38.109204,11.997342,39391.67356
AB,2011,Male,15-34,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,15-34,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,15-34,(A).(3),Morbidity,Fetal alcohol syndrome,2,12,12,0,14402.8352,1,1,2,12,12,0,14402.8352
AB,2011,Male,35-64,(1).(1),Morbidity,Tuberculosis,19,475,466,9,557390.3993,0.550189,0.550189,10.453591,261.339775,256.388074,4.951701,306670.0664
AB,2011,Male,35-64,(1).(2),Morbidity,HIV,84,1266,1266,0,1682939.362,0.071879,0.071879,6.037836,90.998814,90.998814,0,120967.9984
AB,2011,Male,35-64,(1).(3),Morbidity,Lower respiratory tract infections,897,6278,6246,32,9574042.057,0.137483,0.137483,123.322251,863.118274,858.718818,4.399456,1316268.024
AB,2011,Male,35-64,(2).(1),Morbidity,Oral cavity and pharynx cancer,117,1554,1554,0,3342780.085,0.618129,0.618129,72.321093,960.572466,960.572466,0,2066269.311
AB,2011,Male,35-64,(2).(2),Morbidity,Oesaphageal cancer,58,995,995,0,1609526.623,0.61001,0.61001,35.38058,606.95995,606.95995,0,981827.3352
AB,2011,Male,35-64,(2).(3),Morbidity,Colorectal cancer,427,4352,4333,19,6910789.011,0.285987,0.285987,122.116449,1244.615424,1239.181671,5.433753,1976395.817
AB,2011,Male,35-64,(2).(4),Morbidity,Liver cancer,122,1031,1026,5,2063832.494,0.223274,0.223184,27.239428,230.195494,229.079124,1.11637,460800.1363
AB,2011,Male,35-64,(2).(5),Morbidity,Pancreatic cancer,84,996,989,7,1420418.385,0.116006,0.116006,9.744504,115.541976,114.729934,0.812042,164777.0551
AB,2011,Male,35-64,(2).(6),Morbidity,Laryngeal cancer,29,571,565,6,1470679.052,0.391523,0.391523,11.354167,223.559633,221.210495,2.349138,575804.6745
AB,2011,Male,35-64,(2).(7),Morbidity,Breast cancer,9,34,34,0,56868.2068,0,0,0,0,0,0,0
AB,2011,Male,35-64,(3).(1),Morbidity,Diabetes,794,11020,9601,1419,13822541.31,0.042549,0.042478,33.783906,468.88998,408.512949,60.377031,588135.3102
AB,2011,Male,35-64,(4).(1),Morbidity,Alcoholic psychoses,919,8499,7368,1131,7648456.637,1,1,919,8499,7368,1131,7648456.637
AB,2011,Male,35-64,(4).(2),Morbidity,Alcohol abuse,99,657,657,0,580799.7376,1,1,99,657,657,0,580799.7376
AB,2011,Male,35-64,(4).(3),Morbidity,Alcohol dependence,277,2177,2158,19,1654682.238,1,1,277,2177,2158,19,1654682.238
AB,2011,Male,35-64,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,15,779,674,105,663261.1604,1,1,15,779,674,105,663261.1604
AB,2011,Male,35-64,(4).(5),Morbidity,Epilepsy,261,1822,1595,227,2547525.881,0.372344,0.372344,97.181784,678.410768,593.88868,84.522088,948555.9765
AB,2011,Male,35-64,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,35-64,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,35-64,(5).(1),Morbidity,Hypertension,165,697,697,0,968337.2468,0.244972,0.244972,40.42038,170.745484,170.745484,0,237215.512
AB,2011,Male,35-64,(5).(2),Morbidity,Ischaemic heart disease,3751,17122,16950,172,41157621.61,0.044846,-0.15217,168.217346,767.853212,760.1397,7.713512,1845754.699
AB,2011,Male,35-64,(5).(3),Morbidity,Alcoholic cardiomypathy,10,160,160,0,191453.6612,1,1,10,160,160,0,191453.6612
AB,2011,Male,35-64,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,654,2483,2479,4,5191991.54,0.168188,0.168188,109.994952,417.610804,416.938052,0.672752,873230.6731
AB,2011,Male,35-64,(5).(5),Morbidity,Haemorrhagic stroke,166,4103,3433,670,6160806.921,0.253495,0.253495,42.08017,1040.089985,870.248335,169.84165,1561733.75
AB,2011,Male,35-64,(5).(6),Morbidity,Ischaemic stroke,586,5948,5383,565,8550723.915,0.0223,0.0223,13.0678,132.6404,120.0409,12.5995,190681.1433
AB,2011,Male,35-64,(5).(7),Morbidity,Oesophageal varices,29,139,139,0,159832.2352,0.575656,0.575656,16.694024,80.016184,80.016184,0,92008.38519
AB,2011,Male,35-64,(6).(1),Morbidity,Alcoholic gastritis,42,151,151,0,183595.8335,1,1,42,151,151,0,183595.8335
AB,2011,Male,35-64,(6).(2),Morbidity,Liver cirrhosis,503,5951,5896,55,10399444.2,0.575656,0.575656,289.554968,3425.728856,3394.067776,31.66108,5986502.451
AB,2011,Male,35-64,(6).(3),Morbidity,Acute pancreatitis,457,2785,2780,5,4036278.264,0.446181,0.446181,203.904717,1242.614085,1240.38318,2.230905,1800910.672
AB,2011,Male,35-64,(6).(4),Morbidity,Chronic pancreatitis,68,548,548,0,651523.2044,0.579862,0.579862,39.430616,317.764376,317.764376,0,377793.5483
AB,2011,Male,35-64,(6).(5),Morbidity,Alcohol-induced pancreatitis,245,2139,2107,32,2872520.239,1,1,245,2139,2107,32,2872520.239
AB,2011,Male,35-64,(7).(1),Morbidity,Motor vehicle collisions,829,8885,8381,504,15009615.75,0.136280035,0.136280035,112.976149,1210.848111,1142.162973,68.68513764,2045510.96
AB,2011,Male,35-64,(8).(1),Morbidity,Falls,2192,16387,15023,1364,24375222.1,0.254185,0.254185,557.17352,4165.329595,3818.621255,346.70834,6195815.83
AB,2011,Male,35-64,(8).(2),Morbidity,Drowning,3,50,50,0,91117.9465,0.254185,0.254185,0.762555,12.70925,12.70925,0,23160.81523
AB,2011,Male,35-64,(8).(3),Morbidity,Fires,47,535,535,0,1557474.821,0.254185,0.254185,11.946695,135.988975,135.988975,0,395886.7373
AB,2011,Male,35-64,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,306,2764,2468,296,4239295.201,0.254185,0.254185,77.78061,702.56734,627.32858,75.23876,1077565.251
AB,2011,Male,35-64,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,16,51,51,0,122932.0812,1,1,16,51,51,0,122932.0812
AB,2011,Male,35-64,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,4,11,11,0,19605.05,1,1,4,11,11,0,19605.05
AB,2011,Male,35-64,(8).(6),Morbidity,Other unintentional injuries,1586,11589,11329,260,20835268.56,0.254185,0.254185,403.13741,2945.749965,2879.661865,66.0881,5296012.739
AB,2011,Male,35-64,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,274,2225,2225,0,2521693.469,0.299663,0.299663,82.107662,666.750175,666.750175,0,755658.2301
AB,2011,Male,35-64,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,9,58,58,0,82576.8144,1,1,9,58,58,0,82576.8144
AB,2011,Male,35-64,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,5,17,17,0,25283.5556,1,1,5,17,17,0,25283.5556
AB,2011,Male,35-64,(9).(3),Morbidity,Other intentional self-harm,73,1456,1407,49,1951491.222,0.299663,0.299663,21.875399,436.309328,421.625841,14.683487,584789.714
AB,2011,Male,35-64,(9).(4),Morbidity,Assault / homicide,456,3874,3094,780,6383087.597,0.299663,0.299663,136.646328,1160.894462,927.157322,233.73714,1912775.179
AB,2011,Male,35-64,(9).(5),Morbidity,Other intentional injury,12,66,66,0,133095.6212,0.299663,0.299663,3.595956,19.777758,19.777758,0,39883.83314
AB,2011,Male,35-64,(A).(1),Morbidity,Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,35-64,(A).(2),Morbidity,Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,35-64,(A).(3),Morbidity,Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,65+,(1).(1),Morbidity,Tuberculosis,11,385,385,0,342818.5364,0.454643,0.454643,5.001073,175.037555,175.037555,0,155860.0478
AB,2011,Male,65+,(1).(2),Morbidity,HIV,6,54,54,0,123275.4,0.050514,0.050514,0.303084,2.727756,2.727756,0,6227.133556
AB,2011,Male,65+,(1).(3),Morbidity,Lower respiratory tract infections,1429,13613,12541,1072,14616586.81,0.103732,0.103732,148.233028,1412.103716,1300.903012,111.200704,1516207.783
AB,2011,Male,65+,(2).(1),Morbidity,Oral cavity and pharynx cancer,38,405,405,0,930573.8404,0.533135,0.533135,20.25913,215.919675,215.919675,0,496121.4844
AB,2011,Male,65+,(2).(2),Morbidity,Oesaphageal cancer,67,1048,1032,16,1534161.818,0.534803,0.534803,35.831801,560.473544,551.916696,8.556848,820474.3429
AB,2011,Male,65+,(2).(3),Morbidity,Colorectal cancer,643,9156,8866,290,13384961.44,0.305639,0.305639,196.525877,2798.430684,2709.795374,88.63531,4090966.23
AB,2011,Male,65+,(2).(4),Morbidity,Liver cancer,68,862,840,22,1229164.165,0.218513,0.218453,14.858884,188.358206,183.55092,4.807286,268588.3491
AB,2011,Male,65+,(2).(5),Morbidity,Pancreatic cancer,84,1025,1018,7,1472655.435,0.141017,0.141017,11.845428,144.542425,143.555306,0.987119,207669.4515
AB,2011,Male,65+,(2).(6),Morbidity,Laryngeal cancer,46,565,565,0,1101067.639,0.325549,0.325549,14.975254,183.935185,183.935185,0,358451.4689
AB,2011,Male,65+,(2).(7),Morbidity,Breast cancer,5,6,6,0,26073.5688,0,0,0,0,0,0,0
AB,2011,Male,65+,(3).(1),Morbidity,Diabetes,817,14957,12684,2273,16199928.2,0.051765,0.051718,42.292005,774.249105,656.58726,117.661845,838589.2834
AB,2011,Male,65+,(4).(1),Morbidity,Alcoholic psychoses,182,3902,3075,827,3066738.829,1,1,182,3902,3075,827,3066738.829
AB,2011,Male,65+,(4).(2),Morbidity,Alcohol abuse,31,373,363,10,278714.0692,1,1,31,373,363,10,278714.0692
AB,2011,Male,65+,(4).(3),Morbidity,Alcohol dependence,39,850,501,349,566143.2213,1,1,39,850,501,349,566143.2213
AB,2011,Male,65+,(4).(4),Morbidity,Degeneration of nervous system due to alcohol,3,588,209,379,398860.7228,1,1,3,588,209,379,398860.7228
AB,2011,Male,65+,(4).(5),Morbidity,Epilepsy,104,1005,829,176,1163747.194,0.294135,0.294135,30.59004,295.605675,243.837915,51.76776,342298.7809
AB,2011,Male,65+,(4).(6),Morbidity,Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,65+,(4).(7),Morbidity,Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,65+,(5).(1),Morbidity,Hypertension,128,1309,1093,216,1460435.911,0.201497,0.201497,25.791616,263.759573,220.236221,43.523352,294273.4548
AB,2011,Male,65+,(5).(2),Morbidity,Ischaemic heart disease,3364,23772,23310,462,45742512.13,0.015385,-0.16224,51.75514,365.73222,358.62435,7.10787,703748.5491
AB,2011,Male,65+,(5).(3),Morbidity,Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,65+,(5).(4),Morbidity,Atrial fibrillation and cardiac arrhythmia,1029,6850,6563,287,9573280.941,0.128553,0.128553,132.281037,880.58805,843.693339,36.894711,1230673.985
AB,2011,Male,65+,(5).(5),Morbidity,Haemorrhagic stroke,257,4918,4376,542,6621441.791,0.224606,0.224606,57.723742,1104.612308,982.875856,121.736452,1487215.555
AB,2011,Male,65+,(5).(6),Morbidity,Ischaemic stroke,1110,18213,15148,3065,20167025.6,-0.00428,-0.00428,-4.7508,-77.95164,-64.83344,-13.1182,-86314.86957
AB,2011,Male,65+,(5).(7),Morbidity,Oesophageal varices,5,17,17,0,23076.3972,0.551221,0.551221,2.756105,9.370757,9.370757,0,12720.19474
AB,2011,Male,65+,(6).(1),Morbidity,Alcoholic gastritis,5,34,34,0,18938.57,1,1,5,34,34,0,18938.57
AB,2011,Male,65+,(6).(2),Morbidity,Liver cirrhosis,113,1754,1633,121,2113251.473,0.551221,0.551221,62.287973,966.841634,900.143893,66.697741,1164868.59
AB,2011,Male,65+,(6).(3),Morbidity,Acute pancreatitis,253,2503,2443,60,3122787.933,0.418593,0.418593,105.904029,1047.738279,1022.622699,25.11558,1307177.169
AB,2011,Male,65+,(6).(4),Morbidity,Chronic pancreatitis,20,169,169,0,220414.3568,0.523674,0.523674,10.47348,88.500906,88.500906,0,115425.2679
AB,2011,Male,65+,(6).(5),Morbidity,Alcohol-induced pancreatitis,28,195,195,0,254842.354,1,1,28,195,195,0,254842.354
AB,2011,Male,65+,(7).(1),Morbidity,Motor vehicle collisions,201,3530,2903,627,4495432.129,0.106499132,0.106499132,21.40632553,375.941936,309.1669802,66.77495576,478759.6197
AB,2011,Male,65+,(8).(1),Morbidity,Falls,2578,53233,43580,9653,55745360.3,0.182288,0.182288,469.938464,9703.737104,7944.11104,1759.626064,10161710.24
AB,2011,Male,65+,(8).(2),Morbidity,Drowning,0,0,0,0,0,0.182288,0.182288,0,0,0,0,0
AB,2011,Male,65+,(8).(3),Morbidity,Fires,8,130,128,2,196457.2876,0.182288,0.182288,1.458304,23.69744,23.332864,0.364576,35811.80604
AB,2011,Male,65+,(8).(4),Morbidity,Accidental poisoning by substances other than alcohol,118,1573,1336,237,1784135.553,0.182288,0.182288,21.509984,286.739024,243.536768,43.202256,325226.5016
AB,2011,Male,65+,(8).(5).(1),Morbidity,Accidental poisoning by alcohol,5,179,158,21,147036.584,1,1,5,179,158,21,147036.584
AB,2011,Male,65+,(8).(5).(2),Morbidity,Accidental poisoning by NB alcohol,1,18,18,0,64169.9136,1,1,1,18,18,0,64169.9136
AB,2011,Male,65+,(8).(6),Morbidity,Other unintentional injuries,397,6714,5237,1477,9176907.743,0.182288,0.182288,72.368336,1223.881632,954.642256,269.239376,1672840.159
AB,2011,Male,65+,(9).(1),Morbidity,Intentional self-poisoning by substances other than alcohol,22,544,434,110,565496.596,0.215598,0.215598,4.743156,117.285312,93.569532,23.71578,121919.9351
AB,2011,Male,65+,(9).(2).(1),Morbidity,Intentional self-poisoning by alcohol,4,178,151,27,276270.5932,1,1,4,178,151,27,276270.5932
AB,2011,Male,65+,(9).(2).(2),Morbidity,Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
AB,2011,Male,65+,(9).(3),Morbidity,Other intentional self-harm,4,258,138,120,196916.0372,0.215598,0.215598,0.862392,55.624284,29.752524,25.87176,42454.70379
AB,2011,Male,65+,(9).(4),Morbidity,Assault / homicide,26,524,487,37,495067.8992,0.215598,0.215598,5.605548,112.973352,104.996226,7.977126,106735.6489
